高清频道,#genre#
黑龙江农业,http://idclive.hljtv.com:8080/live/gonggong_sd.m3u8
哈尔滨新闻,http://192.168.3.46/hls/hrb.php?id=3
哈尔滨都市,http://192.168.3.46/hls/hrb.php?id=9
哈尔滨生活,http://192.168.3.46/hls/hrb.php?id=7
哈尔滨娱乐,http://192.168.3.46/hls/hrb.php?id=11
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江钱江,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江经视生活,http://yd-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江教育科技,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江影视娱乐,http://yd-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江6套,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江公共频道,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江少儿频道,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江留学频道,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
浙江数码,http://hw-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
杭州综合,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229307/index.m3u8
杭州明珠,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229310/index.m3u8
杭州生活,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229313/index.m3u8
杭州影视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229377/index.m3u8
杭州体育,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229316/index.m3u8
杭州综合,http://hms363nc1880172761.live.aikan.miguvideo.com/wh7f454c46tw2809529842_-2070680032/PLTV/88888888/224/3221229307/index.m3u8
杭州明珠,http://hms363nc1880172761.live.aikan.miguvideo.com/wh7f454c46tw2832762804_-1734620123/PLTV/88888888/224/3221229310/index.m3u8
杭州生活,http://hms363nc1880172761.live.aikan.miguvideo.com/wh7f454c46tw2848313566_-100055911/PLTV/88888888/224/3221229313/index.m3u8
杭州影视,http://hms363nc1880172761.live.aikan.miguvideo.com/wh7f454c46tw2866990275_-1477869556/PLTV/88888888/224/3221229377/index.m3u8
杭州体育,http://hms363nc1880172761.live.aikan.miguvideo.com/wh7f454c46tw2880854862_-704780469/PLTV/88888888/224/3221229316/index.m3u8
辽宁生活,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226761/index.m3u8
辽宁教育,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226763/index.m3u8
辽宁体育,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226764/index.m3u8
辽宁都市,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226760/index.m3u8
辽宁影视剧,http://39.135.129.163/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226738/index.m3u8
辽宁公共 ,http://39.135.129.167/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226766/index.m3u8
辽宁经济 ,http://39.135.129.165/hwottcdn.ln.chinamobile.com/PLTV/-/224/3221226735/index.m3u8
龙游新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活娱乐频道,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
合肥新闻频道,http://223.244.92.30:808/2774goN/1000/live.m3u8
合肥生活频道,http://223.244.92.30:808/xcd72q7/1000/live.m3u8
合肥财经频道,http://223.244.92.30:808/8Fvh9ro/1000/live.m3u8
合肥教育法制,http://223.244.92.30:808/x91Hoz8/1000/live.m3u8
合肥故事休闲频道,http://223.244.92.30:808/52e58Sh/1000/live.m3u8
安徽卫视,http://sheenic.ueuo.com/ahhdtv.php?id=11
安徽经济,http://sheenic.ueuo.com/ahhdtv.php?id=12
安徽公共,http://sheenic.ueuo.com/ahhdtv.php?id=16
安徽影视,http://sheenic.ueuo.com/ahhdtv.php?id=13
安徽农业,http://sheenic.ueuo.com/ahhdtv.php?id=14
安徽综艺,http://sheenic.ueuo.com/ahhdtv.php?id=17
安徽人物,http://sheenic.ueuo.com/ahhdtv.php?id=19
安徽国际,http://sheenic.ueuo.com/ahhdtv.php?id=18
安徽卫视,http://192.168.3.46/hls/anhui.php?id=47
安徽经济,http://192.168.3.46/hls/anhui.php?id=71
安徽综艺,http://192.168.3.46/hls/anhui.php?id=73
安徽人物,http://192.168.3.46/hls/anhui.php?id=69
安徽影视,http://192.168.3.46/hls/anhui.php?id=72
安徽公共,http://192.168.3.46/hls/anhui.php?id=50
安徽农业,http://192.168.3.46/hls/anhui.php?id=51
安徽国际,http://192.168.3.46/hls/anhui.php?id=70
移动电视,http://192.168.3.46/hls/anhui.php?id=68
睛彩安徽,http://192.168.3.46/hls/anhui.php?id=85
江西卫视,http://192.168.3.46/hls/jxtv.php?id=1
江西都市,http://192.168.3.46/hls/jxtv.php?id=2
江西经济,http://192.168.3.46/hls/jxtv.php?id=3
江西影视,http://192.168.3.46/hls/jxtv.php?id=4
江西公共,http://192.168.3.46/hls/jxtv.php?id=5
江西少儿,http://192.168.3.46/hls/jxtv.php?id=6
江西新闻,http://192.168.3.46/hls/jxtv.php?id=7
江西移动,http://192.168.3.46/hls/jxtv.php?id=8
江西卫视,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv1.m3u8
江西都市,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv2.m3u8
江西经济,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv3.m3u8
江西经济,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv3_hd.m3u8
江西影视,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv4.m3u8
江西公共,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv5.m3u8
江西少儿,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv6.m3u8
江西新闻,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv7.m3u8
江西移动,http://local.live.jxtvcn.com.cn/live-jxtv/tv_jxtv8.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8
云南都市,http://tvlive.ynradio.com/live/yunnandushi/chunks.m3u8
云南都市,http://tvlive.ynradio.com/live/yunnandushi/playlist.m3u8
云南娱乐,http://tvlive.ynradio.com/live/yunnanyule/chunks.m3u8
云南娱乐,http://tvlive.ynradio.com/live/yunnanyule/playlist.m3u8
云南公共,http://tvlive.ynradio.com/live/yunnangonggong/chunks.m3u8
云南公共,http://tvlive.ynradio.com/live/yunnangonggong/playlist.m3u8
澜湄国际,http://tvlive.ynradio.com/live/yunnanguoji/chunks.m3u8
澜湄国际,http://tvlive.ynradio.com/live/yunnanguoji/playlist.m3u8
云南少儿,http://tvlive.ynradio.com/live/yunnanshaoer/chunks.m3u8
云南少儿,http://tvlive.ynradio.com/live/yunnanshaoer/playlist.m3u8
生活资讯,http://tvlive.ynradio.com/live/yunnanshenghuo/chunks.m3u8
生活资讯,http://tvlive.ynradio.com/live/yunnanshenghuo/playlist.m3u8
瑞丽,http://live.ynurl.com/video/s10021-rltv/index.m3u8
开元,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
四川影视,http://scgctvshow.sctv.com/hdlive/sctv5/1.m3u8
四川乡村,http://scgctvshow.sctv.com/hdlive/sctv9/1.m3u8
四川sctv7,http://scgctvshow.sctv.com/hdlive/sctv7/1.m3u8
四川经济,http://scgctvshow.sctv.com/hdlive/sctv3/1.m3u8
峨眉影视,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
齐阳影视,http://jsylivealone302.iqilu.com/live/jiyang_tv02.m3u8
河东影视,http://jsylivealone302.iqilu.com/live/hedong_tv01.m3u8
河东综合,http://jsylivealone302.iqilu.com/live/hedong_tv02.m3u8
新疆卫视 ,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb01.m3u8 
新疆2,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb02.m3u8
新疆3,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb03.m3u8
新疆4,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb04.m3u8
新疆5,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb05.m3u8
新疆6,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb06.m3u8
新疆7,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb07.m3u8
新疆8,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb08.m3u8
新疆9,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb09.m3u8
新疆10,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb10.m3u8
新疆11,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb11.m3u8
新疆12,http://111.0.27.21/livehyw5.chinamcache.com/hyw/zb12.m3u8
广东经济,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1196
南方卫视,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1197
广东综艺4K,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1198
广东影视,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1199
广东少儿,http://112.74.200.9:88/tv000000/m3u8.php?/iTouchTV/1200
广州综合,https://aplay.gztv.com/sec/zhonghe.m3u8
广州新闻,https://aplay.gztv.com/sec/xinwen.m3u8
广州法治,https://aplay.gztv.com/sec/fazh.m3u8
南国都市4K,https://aplay.gztv.com/sec/shenghuos.m3u8
广州综合,http://ye23.win/iptv/gztv.php?id=zhonghe 
广州新闻,http://ye23.win/iptv/gztv.php?id=xinwen
广州法治,http://ye23.win/iptv/gztv.php?id=fazhi 
南国都市4K,http://ye23.win/iptv/gztv.php?id=shenghuo
深圳东部,http://liveplay.sznews.com/66_norecord_live/343.m3u8
深圳蛇口,http://218.17.99.211:82/hls/d4encs75.m3u8
深圳卫视,http://stream.guihet.com/t/sztv.php?id=1
深圳都市,http://stream.guihet.com/t/sztv.php?id=2
深圳电视剧,http://stream.guihet.com/t/sztv.php?id=3
深圳公共,http://stream.guihet.com/t/sztv.php?id=4
深圳生活,http://stream.guihet.com/t/sztv.php?id=5
深圳娱乐,http://stream.guihet.com/t/sztv.php?id=6
深圳少儿,http://stream.guihet.com/t/sztv.php?id=7
深圳移动,http://stream.guihet.com/t/sztv.php?id=8
DV生活,http://stream.guihet.com/t/sztv.php?id=10
深圳,http://stream.guihet.com/t/sztv.php?id=11
岭南戏曲,http://192.168.3.46/hls/guangdong.php?id=lnxq
潮州综合,http://192.168.3.46/hls/guangdong.php?id=czzh
珠海综合,http://192.168.3.46/hls/guangdong.php?id=zhzh
惠州综合,http://192.168.3.46/hls/guangdong.php?id=hzzh
湛江综合,http://192.168.3.46/hls/guangdong.php?id=zjzh
汕尾综合,http://192.168.3.46/hls/guangdong.php?id=swzh
江门综合,http://192.168.3.46/hls/guangdong.php?id=jmzh
揭阳综合,http://192.168.3.46/hls/guangdong.php?id=jyzh
茂名综合,http://192.168.3.46/hls/guangdong.php?id=mmzh
肇庆综合,http://192.168.3.46/hls/guangdong.php?id=zqzh
移动频道,http://192.168.3.46/hls/guangdong.php?id=ydpd
南方购物,http://192.168.3.46/hls/guangdong.php?id=nfgw
高尔夫,http://192.168.3.46/hls/guangdong.php?id=grfpd
广东文化,http://192.168.3.46/hls/guangdong.php?id=gdwh
粤tv,http://192.168.3.46/hls/guangdong.php?id=stzh
番禺电视,http://192.168.3.46/hls/guangdong.php?id=fy
佛山综合,http://192.168.3.46/hls/guangdong.php?id=fszh
佛山公共,http://192.168.3.46/hls/guangdong.php?id=fsgg
佛山影视,http://192.168.3.46/hls/guangdong.php?id=fsyy
佛山南海,http://192.168.3.46/hls/guangdong.php?id=fynh
佛山顺德,http://192.168.3.46/hls/guangdong.php?id=fssd
佛山高明,http://192.168.3.46/hls/guangdong.php?id=fsgm
佛山三水,http://192.168.3.46/hls/guangdong.php?id=fsss
惠州-1,http://192.168.3.46/hls/guangdong.php?id=hz1
惠州-2,http://192.168.3.46/hls/guangdong.php?id=hz2
平远综合,http://192.168.3.46/hls/guangdong.php?id=pyzh
五华电视台,http://192.168.3.46/hls/guangdong.php?id=wh1
五华信息,http://192.168.3.46/hls/guangdong.php?id=wh2
丰顺综合,http://192.168.3.46/hls/guangdong.php?id=fs
深圳卫视,http://192.168.3.46/hls/shenzhen.php?id=1
深圳都市,http://192.168.3.46/hls/shenzhen.php?id=2
深圳电视剧,http://192.168.3.46/hls/shenzhen.php?id=3
深圳公共,http://192.168.3.46/hls/shenzhen.php?id=4
深圳财经,http://192.168.3.46/hls/shenzhen.php?id=5
深圳娱乐,http://192.168.3.46/hls/shenzhen.php?id=6
深圳少儿,http://192.168.3.46/hls/shenzhen.php?id=7
深圳移动,http://192.168.3.46/hls/shenzhen.php?id=8
DV生活,http://192.168.3.46/hls/shenzhen.php?id=10
深圳,http://192.168.3.46/hls/shenzhen.php?id=11
贵州卫视,http://stream.guihet.com/t/gzgw.php?id=1
贵州公共频道,http://stream.guihet.com/t/gzgw.php?id=gzgg
影视文艺频道,http://stream.guihet.com/t/gzgw.php?id=gzwy
大众生活频道,http://stream.guihet.com/t/gzgw.php?id=dzsh
第5频道,http://stream.guihet.com/t/gzgw.php?id=dwpd
科教健康频道,http://stream.guihet.com/t/gzgw.php?id=kjjk
贵州经济频道,http://stream.guihet.com/t/gzgw.php?id=gzjj
湖南经视,http://stream.guihet.com/t/hunan.php?id=280
湖南都市,http://stream.guihet.com/t/hunan.php?id=346
湖南公共,http://stream.guihet.com/t/hunan.php?id=261
湖南娱乐,http://stream.guihet.com/t/hunan.php?id=344
湖南电视剧,http://stream.guihet.com/t/hunan.php?id=484
湖南国际,http://stream.guihet.com/t/hunan.php?id=229
金鹰纪实,http://stream.guihet.com/t/hunan.php?id=316
金鹰卡通,http://stream.guihet.com/t/hunan.php?id=287
湖南经视,http://192.168.3.46/hls/mgtv.php?id=280
湖南都市,http://192.168.3.46/hls/mgtv.php?id=346
湖南公共,http://192.168.3.46/hls/mgtv.php?id=261
湖南娱乐,http://192.168.3.46/hls/mgtv.php?id=344
湖南电视剧,http://192.168.3.46/hls/mgtv.php?id=484
湖南国际,http://192.168.3.46/hls/mgtv.php?id=229
金鹰纪实,http://192.168.3.46/hls/mgtv.php?id=316
金鹰卡通,http://192.168.3.46/hls/mgtv.php?id=287
先锋兵羽,http://192.168.3.46/hls/mgtv.php?id=329
快乐垂钓,http://192.168.3.46/hls/mgtv.php?id=218
茶频道,http://192.168.3.46/hls/mgtv.php?id=578
长沙新闻,http://192.168.3.46/hls/mgtv.php?id=269
长沙政法,http://192.168.3.46/hls/mgtv.php?id=254
长沙女性,http://192.168.3.46/hls/mgtv.php?id=230
长沙新闻,http://192.168.3.46/hls/changsha.php?id=346
长沙政法,http://192.168.3.46/hls/changsha.php?id=348
长沙女性,http://192.168.3.46/hls/changsha.php?id=349
长沙影视,http://192.168.3.46/hls/changsha.php?id=350
长沙磁浮,http://192.168.3.46/hls/changsha.php?id=354
长沙地铁,http://192.168.3.46/hls/changsha.php?id=355
长沙嘉丽,http://192.168.3.46/hls/changsha.php?id=356
长沙移动,http://192.168.3.46/hls/changsha.php?id=357
成都1,http://stream.guihet.com/t/cdtv.php?id=1
成都2,http://stream.guihet.com/t/cdtv.php?id=2
成都3,http://stream.guihet.com/t/cdtv.php?id=3
海南卫视高清,http://192.168.3.46/hls/hainan.php?id=19
海南卫视标清,http://192.168.3.46/hls/hainan.php?id=3
海南经济,http://192.168.3.46/hls/hainan.php?id=4
海南新闻,http://192.168.3.46/hls/hainan.php?id=5
海南公共,http://192.168.3.46/hls/hainan.php?id=6
三沙卫视,http://192.168.3.46/hls/hainan.php?id=7
海南文旅,http://192.168.3.46/hls/hainan.php?id=8
海南少儿,http://192.168.3.46/hls/hainan.php?id=9
新闻广播,http://192.168.3.46/hls/hainan.php?id=11
庆阳新闻,http://192.168.3.46/hls/qingyang.php?id=gsqy1
庆阳公共,http://192.168.3.46/hls/qingyang.php?id=gsqy2
苏州新闻,http://192.168.3.46/hls/suzhou.php?id=szxw
苏州社会,http://192.168.3.46/hls/suzhou.php?id=szshjj
苏州文化,http://192.168.3.46/hls/suzhou.php?id=szwhsh
苏州生活,http://192.168.3.46/hls/suzhou.php?id=szshzx
成都新闻,http://192.168.3.46/hls/chengdutv.php?id=1
成都经济,http://192.168.3.46/hls/chengdutv.php?id=2
成都都市,http://192.168.3.46/hls/chengdutv.php?id=3
成都影视,http://192.168.3.46/hls/chengdutv.php?id=45
成都公共,http://192.168.3.46/hls/chengdutv.php?id=5
成都少儿,http://192.168.3.46/hls/chengdutv.php?id=6
食尚频道,http://192.168.3.46/hls/chengdutv.php?id=9
汽车频道,http://192.168.3.46/hls/chengdutv.php?id=10
成都资讯,http://192.168.3.46/hls/chengdutv.php?id=11
美食旅游,http://192.168.3.46/hls/chengdutv.php?id=12
蓉城先锋,http://192.168.3.46/hls/chengdutv.php?id=15
每日购物,http://192.168.3.46/hls/chengdutv.php?id=18
成都新闻,http://192.168.3.46/hls/chengdu.php?c=192&id=1
成都经济,http://192.168.3.46/hls/chengdu.php?c=192&id=2
成都都市,http://192.168.3.46/hls/chengdu.php?c=192&id=3
成都影视,http://192.168.3.46/hls/chengdu.php?c=192&id=4
成都公共,http://192.168.3.46/hls/chengdu.php?c=192&id=5
成都少儿,http://192.168.3.46/hls/chengdu.php?c=192&id=6
CDTV-M,http://192.168.3.46/hls/chengdu.php?c=192&id=1152
金牛区有线,http://192.168.3.46/hls/chengdu.php?c=2762&id=556
双流区广播,http://192.168.3.46/hls/chengdu.php?c=2762&id=557
温江电视台,http://192.168.3.46/hls/chengdu.php?c=2762&id=559
高新电视台,http://192.168.3.46/hls/chengdu.php?c=2762&id=722
新津电视台,http://192.168.3.46/hls/chengdu.php?c=2762&id=760
大邑电视台,http://192.168.3.46/hls/chengdu.php?c=2762&id=790
彭州市电视台,http://192.168.3.46/hls/chengdu.php?c=2762&id=796
蒲江电视台,http://192.168.3.46/hls/chengdu.php?c=2762&id=828
金堂电视台,http://192.168.3.46/hls/chengdu.php?c=2762&id=840
郫都电视台,http://192.168.3.46/hls/chengdu.php?c=2762&id=845
龙泉驿新闻,http://192.168.3.46/hls/chengdu.php?c=2762&id=882
青羊融媒体,http://192.168.3.46/hls/chengdu.php?c=2762&id=910
青白江融媒体,http://192.168.3.46/hls/chengdu.php?c=2762&id=966
崇州电视台,http://192.168.3.46/hls/chengdu.php?c=2762&id=1257
都江堰,http://192.168.3.46/hls/chengdu.php?c=2762&id=1314
成华有线,http://192.168.3.46/hls/chengdu.php?c=2762&id=1319
锦江电视,http://192.168.3.46/hls/chengdu.php?c=2762&id=1541
邛崃综合,http://192.168.3.46/hls/chengdu.php?c=2762&id=1427
美食天府,http://192.168.3.46/hls/chengdu.php?c=2763&id=17
每日购物,http://192.168.3.46/hls/chengdu.php?c=2763&id=18
蓉城先锋,http://192.168.3.46/hls/chengdu.php?c=2763&id=15
家有购物,http://192.168.3.46/hls/chengdu.php?c=2763&id=560
快乐购物,http://192.168.3.46/hls/chengdu.php?c=2763&id=561
成都资讯,http://192.168.3.46/hls/chengdu.php?c=2763&id=11
美食旅游,http://192.168.3.46/hls/chengdu.php?c=2763&id=12
汽车频道,http://192.168.3.46/hls/chengdu.php?c=2763&id=10
食尚频道,http://192.168.3.46/hls/chengdu.php?c=2763&id=9
枞阳电视台,https://hwapi.yunshicloud.com/7y5967/6giz18.m3u8
定西公共,http://pili-live-rtmp.dingxiyun.com/dingxitv/zhpd.m3u8

影视频道,#genre#
横溪影视,http://hx.usa7.20212021.tk/yy.php?id=1355056963
横溪电影,http://hx.usa7.20212021.tk/douyu88.php?id=9954334
黑莓电影,http://117.148.179.17/PLTV/88888888/224/3221229734/index.m3u8
黑莓电影,http://117.148.179.32/PLTV/88888888/224/3221229010/index.m3u8
黑莓电竞,http://117.148.179.17/PLTV/88888888/224/3221229059/index.m3u8
黑莓电竞,http://117.148.179.37/PLTV/88888888/224/3221229678/index.m3u8
黑莓动画,http://117.148.179.37/PLTV/88888888/224/3221228998/index.m3u8
黑莓动画,http://117.148.179.44/PLTV/88888888/224/3221229675/index.m3u8
动作影院,http://59.49.111.212/live.aishang.ctlcdn.com/00000110240277_1/playlist.m3u8?CONTENTID=00000110240277_1
喜剧影院,http://59.49.111.212/live.aishang.ctlcdn.com/00000110240276_1/playlist.m3u8?CONTENTID=00000110240276_1
家庭影院,http://59.49.111.212/live.aishang.ctlcdn.com/00000110240278_1/playlist.m3u8?CONTENTID=00000110240278_1
武侠剧场,http://59.49.111.212/live.aishang.ctlcdn.com/00000110240308_1/playlist.m3u8?CONTENTID=00000110240308_1
星影,http://59.49.111.212/live.aishang.ctlcdn.com/00000110240279_1/playlist.m3u8?CONTENTID=00000110240279_1
精选,http://59.49.111.212/live.aishang.ctlcdn.com/00000110240275_1/playlist.m3u8?CONTENTID=00000110240275_1
足球,http://59.49.111.212/live.aishang.ctlcdn.com/00000110240309_1/playlist.m3u8?CONTENTID=00000110240309_1
金马影院,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
惊悚影院,http://hpull.kktv8.com/livekktv/111536805/playlist.m3u8
开心影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
开心影院,http://pull.kktv8.com/livekktv/128600025.flv
春光灿烂,http://tx.liveplay.live.kugou.com/live/fx_hifi_1573309100_avc.m3u8
玄幻影院,https://tx.liveplay.live.kugou.com/live/fx_hifi_1308614369_avc.m3u8
经典影视,https://tx.liveplay.live.kugou.com/live/fx_hifi_251702616_avc.m3u8
电视剧FHD,http://39.134.116.30:8080/PLTV/88888910/224/3221225712/index.m3u8
BesTv影院1,rtsp://183.252.166.199/PLTV/88888888/224/3221226757/45949783.smil 
Bestv影院2,rtsp://183.252.166.199/PLTV/88888888/224/3221226816/48629572.smil 
Bestv影院3,rtsp://183.252.166.199/PLTV/88888888/224/3221226748/45950069.smil 
Bestv影院4,rtsp://183.252.166.199/PLTV/88888888/224/3221226797/47878049.smil 
Bestv电视剧1,rtsp://183.252.166.199/PLTV/88888888/224/3221226761/45973212.smil 
Bestv电视剧2,rtsp://183.252.166.199/PLTV/88888888/224/3221226022/10000100000000060000000002296864_0.smil 
Bestv电视剧3,rtsp://183.252.166.199/PLTV/88888888/224/3221226752/45973624.smil 
Bestv动画1,rtsp://183.252.166.199/PLTV/88888888/224/3221226756/45973923.smil 
Bestv动画2,rtsp://183.252.166.199/PLTV/88888888/224/3221226917/57526342.smil 
电影,http://223.110.243.157/ott.js.chinamobile.com/PLTV/3/224/3221227579/index.m3u8
亞洲影院,http://117.148.179.17:80/PLTV/88888888/224/3221228365/42613673.smil/01.m3u8?fmt=ts2hls
歐美影院,http://117.148.179.23:80/PLTV/88888888/224/3221228384/42613784.smil/01.m3u8?fmt=ts2hls
亞洲影院,http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228365/42613673.smil/index.m3u8?fmt=ts2hls
歐美影院,http://117.148.179.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228384/42613784.smil/index.m3u8?fmt=ts2hls
XJYY影院HD,http://39.134.66.66/PLTV/88888888/224/3221225521/index.m3u8
黑莓电影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8
黑莓电竞,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8
黑莓动画,http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8
黑莓动画,http://39.134.65.208/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影,http://39.134.65.208/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
爱院线,http://39.134.134.87/000000001000/6000000006000030630/index.m3u8
爱科幻,http://39.134.134.87/000000001000/6000000006000020630/index.m3u8
爱喜剧,http://39.134.134.87/000000001000/6000000006000010630/index.m3u8
爱都市,http://39.134.134.87/000000001000/6000000006000080630/index.m3u8
爱家庭,http://39.134.134.87/000000001000/6000000006000090630/index.m3u8
爱青春,http://39.134.134.87/000000001000/6000000006000100630/index.m3u8
爱江湖,http://39.134.134.87/000000001000/6000000006000110630/index.m3u8
爱浪漫,http://39.134.134.87/000000001000/6000000006000040630/index.m3u8
爱悬疑,http://39.134.134.87/000000001000/6000000006000050630/index.m3u8
爱玩具,http://39.134.134.87/000000001000/6000000006000220630/index.m3u8
爱电竞,http://39.134.134.87/000000001000/6000000006000230630/index.m3u8
爱赛车,http://39.134.134.87/000000001000/6000000006000240630/index.m3u8
爱旅行,http://39.134.134.87/000000001000/6000000006000250630/index.m3u8
爱怀旧,http://39.134.134.87/000000001000/6000000006000260630/index.m3u8
爱奇谈,http://39.134.134.87/000000001000/6000000006000270630/index.m3u8
爱动漫,http://39.134.134.87/000000001000/6000000006000280630/index.m3u8
爱体育,http://39.134.134.87/000000001000/6000000006000290630/index.m3u8
爱探索,http://39.134.134.87/000000001000/6000000006000300630/index.m3u8
爱经典,http://39.134.134.87/000000001000/6000000006000060630/index.m3u8
爱谍战,http://39.134.134.87/000000001000/6000000006000070630/index.m3u8
爱美食,http://39.134.134.87/000000001000/6000000006000120630/index.m3u8
爱娱乐,http://39.134.134.87/000000001000/6000000006000130630/index.m3u8
爱时尚,http://39.134.134.87/000000001000/6000000006000140630/index.m3u8
爱历史,http://39.134.134.87/000000001000/6000000006000150630/index.m3u8
爱科学,http://39.134.134.87/000000001000/6000000006000160630/index.m3u8
爱军武,http://39.134.134.87/000000001000/6000000006000170630/index.m3u8
爱幼教,http://39.134.134.87/000000001000/6000000006000180630/index.m3u8
爱猎奇,http://39.134.134.87/000000001000/6000000006000190630/index.m3u8
爱解密,http://39.134.134.87/000000001000/6000000006000200630/index.m3u8
爱世界,http://39.134.134.87/000000001000/6000000006000210630/index.m3u8
爱赛车,http://112.15.230.41/PLTV/88888888/224/3221230032/index.m3u8
爱体育,http://112.15.230.41/PLTV/88888888/224/3221230034/index.m3u8
爱体育,http://112.15.230.41/PLTV/88888888/224/3221230103/index.m3u8
爱旅行,http://112.15.230.41/PLTV/88888888/224/3221230052/index.m3u8
爱谍战,http://112.15.230.41/PLTV/88888888/224/3221230092/index.m3u8
爱悬疑,http://112.15.230.41/PLTV/88888888/224/3221230098/index.m3u8
爱历史,http://112.15.230.41/PLTV/88888888/224/3221230100/index.m3u8
爱经典,http://112.15.230.41/PLTV/88888888/224/3221230101/index.m3u8
爱时尚,http://112.15.230.41/PLTV/88888888/224/3221230109/index.m3u8
爱探索,http://112.15.230.41/PLTV/88888888/224/3221230112/index.m3u8
爱美食,http://112.15.230.41/PLTV/88888888/224/3221230115/index.m3u8
爱谍战,http://117.148.179.33/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
爱悬疑,http://117.148.179.33/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/index.m3u8
爱世界,http://117.148.179.33/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230046/index.m3u8
爱体育,http://117.148.179.33/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230034/index.m3u8
爱体育,http://117.148.179.33/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230103/index.m3u8
爱军武,http://117.148.179.33/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230083/index.m3u8
